step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
26800,439091200,8.287569e+15,5.843638,5.861341,5.814401
26900,440729600,8.318493e+15,5.834467,5.852990,5.814656
27000,442368000,8.349416e+15,5.849307,5.854295,5.812908
27100,444006400,8.380340e+15,5.823550,5.850684,5.806213
27200,445644800,8.411264e+15,5.824833,5.844026,5.804634
27300,447283200,8.442188e+15,5.800595,5.846772,5.803336
27400,448921600,8.473111e+15,5.827761,5.844469,5.802421
27500,450560000,8.504035e+15,5.824075,5.850066,5.806564
27600,452198400,8.534959e+15,5.831662,5.842870,5.797524
27700,453836800,8.565883e+15,5.798431,5.844955,5.804410
27800,455475200,8.596807e+15,5.816706,5.837762,5.800748
27900,457113600,8.627730e+15,5.837792,5.834281,5.796221
28000,458752000,8.658654e+15,5.828367,5.827294,5.787044
28100,460390400,8.689578e+15,5.810545,5.831403,5.785087
28200,462028800,8.720502e+15,5.812490,5.827876,5.784456
28300,463667200,8.751425e+15,5.819768,5.824442,5.775798
28400,465305600,8.782349e+15,5.801909,5.812899,5.770101
28500,466944000,8.813273e+15,5.810675,5.814821,5.773004
28600,468582400,8.844197e+15,5.812426,5.815295,5.772777
28700,470220800,8.875120e+15,5.795171,5.812679,5.769208
28800,471859200,8.906044e+15,5.824042,5.816050,5.769608
28900,473497600,8.936968e+15,5.811496,5.812207,5.765251
29000,475136000,8.967892e+15,5.776801,5.806043,5.760366
29100,476774400,8.998815e+15,5.806220,5.808766,5.768617
29200,478412800,9.029739e+15,5.812637,5.805470,5.764070
29300,480051200,9.060663e+15,5.796478,5.800908,5.755039
29400,481689600,9.091587e+15,5.782209,5.798895,5.756951
29500,483328000,9.122511e+15,5.803856,5.798313,5.754307
29600,484966400,9.153434e+15,5.778558,5.792146,5.755914
29700,486604800,9.184358e+15,5.772167,5.794496,5.757756
29800,488243200,9.215282e+15,5.797412,5.788641,5.751432
29900,489881600,9.246206e+15,5.770906,5.790063,5.750361
30000,491520000,9.277129e+15,5.781429,5.786684,5.745909
30100,493158400,9.308053e+15,5.751929,5.786118,5.739731
30200,494796800,9.338977e+15,5.774434,5.781310,5.736704
30300,496435200,9.369901e+15,5.759699,5.781097,5.737117
30400,498073600,9.400824e+15,5.762562,5.773677,5.730497
30500,499712000,9.431748e+15,5.754070,5.770718,5.729375
30600,501350400,9.462672e+15,5.764502,5.775177,5.730281
30700,502988800,9.493596e+15,5.769844,5.775560,5.734948
30800,504627200,9.524519e+15,5.753838,5.765119,5.724445
30900,506265600,9.555443e+15,5.755937,5.771015,5.728422
31000,507904000,9.586367e+15,5.756052,5.761434,5.716994
31100,509542400,9.617291e+15,5.741575,5.761200,5.723147
31200,511180800,9.648215e+15,5.769382,5.757339,5.719948
31300,512819200,9.679138e+15,5.763213,5.762296,5.723625
31400,514457600,9.710062e+15,5.739601,5.751008,5.716830
31500,516096000,9.740986e+15,5.747389,5.757014,5.715894
31600,517734400,9.771910e+15,5.722931,5.750813,5.711341
31700,519372800,9.802833e+15,5.723115,5.744354,5.702240
31800,521011200,9.833757e+15,5.731645,5.748795,5.706039
31900,522649600,9.864681e+15,5.748465,5.742797,5.701721
32000,524288000,9.895605e+15,5.754048,5.743279,5.703035
32100,525926400,9.926528e+15,5.717904,5.748468,5.703925
32200,527564800,9.957452e+15,5.703093,5.739238,5.696567
32300,529203200,9.988376e+15,5.732872,5.745248,5.696723
32400,530841600,1.001930e+16,5.715562,5.738814,5.694389
32500,532480000,1.005022e+16,5.732574,5.741192,5.697656
32600,534118400,1.008115e+16,5.740701,5.732383,5.693765
32700,535756800,1.011207e+16,5.717188,5.733652,5.690949
32800,537395200,1.014299e+16,5.718505,5.736667,5.691618
32900,539033600,1.017392e+16,5.721375,5.723199,5.682230
33000,540672000,1.020484e+16,5.713542,5.717473,5.678211
33100,542310400,1.023577e+16,5.703739,5.722907,5.679882
33200,543948800,1.026669e+16,5.703796,5.715414,5.676573
33300,545587200,1.029761e+16,5.720788,5.724679,5.682542
33400,547225600,1.032854e+16,5.742857,5.718444,5.673916
33500,548864000,1.035946e+16,5.712315,5.717091,5.676095
33600,550502400,1.039038e+16,5.711969,5.716281,5.674390
33700,552140800,1.042131e+16,5.700363,5.714418,5.675659
33800,553779200,1.045223e+16,5.702368,5.708666,5.670496
